imdb_id,rank_afc_2007,rank_afc_1998,rank_wga_2005,rank_ss_2012,included_in_guardian_list,included_in_1001_book,title,year,rated,released,runtime,genre,director,writer,actors,plot,language,country,awards,poster,metascore,imdb_rating,imdb_votes,alternate_title
tt0111845,,,,,,TRUE,Through the Olive Trees,1994,G,25-Jan-95,103 min,Drama,Abbas Kiarostami,"Abbas Kiarostami, Harold Manning (french adaptation), Hengameh Panahi (french adaptation)","Mohamad Ali Keshavarz, Farhad Kheradmand, Zarifeh Shiva, Hossein Rezai","The movie focuses on one of the events in Zendegi Edame Darad (1992), and explores the relationship between the movie director, and the actors. The local actors play a couple who got ...",Persian,"France, Iran",5 wins & 5 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMDA2NDUxN15BMl5BanBnXkFtZTYwMDg5MjA5._V1_SX300.jpg,N/A,7.8,"3,769",Through the Olive Trees (Zire darakhatan zeyton)
tt0111495,,,,,,TRUE,Three Colors: Red,1994,R,23-Nov-94,99 min,"Drama, Mystery, Romance",Krzysztof Kieslowski,"Krzysztof Kieslowski, Krzysztof Piesiewicz","Ir_¨ne Jacob, Jean-Louis Trintignant, Fr_©d_©rique Feder, Jean-Pierre Lorit",Final entry in a trilogy of films dealing with contemporary French society concerns a model who discovers her neighbour is keen on invading people's privacy.,French,"France, Switzerland, Poland",Nominated for 3 Oscars. Another 17 wins & 23 nominations.,http://ia.media-imdb.com/images/M/MV5BMmIwMTllZmEtZjdjOS00NzFjLTk2OGUtYjk2NTQxMGY2ZDliXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,100,8.1,"64,311",Three Colors: Red (Trois couleurs: Rouge)
tt0113277,,,,,TRUE,TRUE,Heat,1995,R,15-Dec-95,170 min,"Action, Crime, Drama",Michael Mann,Michael Mann,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight",A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,"English, Spanish",USA,12 nominations.,http://ia.media-imdb.com/images/M/MV5BNGMwNzUwNjYtZWM5NS00YzMyLWI4NjAtNjM0ZDBiMzE1YWExXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,76,8.2,"434,277",Heat
tt0114558,,,,,,TRUE,Strange Days,1995,R,13-Oct-95,145 min,"Action, Crime, Drama",Kathryn Bigelow,"James Cameron (story), James Cameron (screenplay), Jay Cocks (screenplay)","Ralph Fiennes, Angela Bassett, Juliette Lewis, Tom Sizemore",A former cop turned street-hustler accidentally uncovers a conspiracy in Los Angeles in 1999.,English,USA,2 wins & 4 nominations.,http://ia.media-imdb.com/images/M/MV5BMjQ2NTQ0NzgtODUzYy00NThlLWFhNDEtNjhkY2M0M2EwY2ZmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,N/A,7.2,"54,490",Strange Days
tt0114709,99,,,,,TRUE,Toy Story,1995,G,22-Nov-95,81 min,"Animation, Adventure, Comedy",John Lasseter,"John Lasseter (original story by), Pete Docter (original story by), Andrew Stanton (original story by), Joe Ranft (original story by), Joss Whedon (screenplay), Andrew Stanton (screenplay), Joel Cohen (screenplay), Alec Sokolow (screenplay)","Tom Hanks, Tim Allen, Don Rickles, Jim Varney",A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,English,USA,Nominated for 3 Oscars. Another 23 wins & 18 nominations.,http://ia.media-imdb.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_SX300.jpg,92,8.3,"629,516",Toy Story
tt0112641,,,,,,TRUE,Casino,1995,R,22-Nov-95,178 min,"Biography, Crime, Drama",Martin Scorsese,"Nicholas Pileggi (book), Nicholas Pileggi (screenplay), Martin Scorsese (screenplay)","Robert De Niro, Sharon Stone, Joe Pesci, James Woods","Greed, deception, money, power, and murder occur between two best friends, a mafia underboss and a casino owner, for a trophy wife over a gambling empire.",English,"USA, France",Nominated for 1 Oscar. Another 3 wins & 9 nominations.,http://ia.media-imdb.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,73,8.2,"336,073",Casino
tt0112573,,,,,,TRUE,Braveheart,1995,R,24-May-95,178 min,"Biography, Drama, History",Mel Gibson,Randall Wallace,"James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo","When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt against King Edward I of England.","English, French, Latin, Scottish Gaelic",USA,Won 5 Oscars. Another 26 wins & 29 nominations.,http://ia.media-imdb.com/images/M/MV5BNjA4ODYxMDU3Nl5BMl5BanBnXkFtZTcwMzkzMTk3OA@@._V1_SX300.jpg,68,8.4,"741,455",Braveheart
tt0114478,,,,,,TRUE,Smoke,1995,R,9-Jun-95,112 min,"Comedy, Drama","Wayne Wang, Paul Auster",Paul Auster,"Giancarlo Esposito, Jos_© Z___±iga, Stephen Gevedon, Harvey Keitel","A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers.",English,"Germany, Japan, USA",9 wins & 8 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxNjQ4MTQ0OV5BMl5BanBnXkFtZTcwNTQ2OTcyMQ@@._V1_SX300.jpg,70,7.4,"28,112",Smoke
tt0112431,,,,,,TRUE,Babe,1995,G,4-Aug-95,91 min,"Comedy, Drama, Family",Chris Noonan,"Dick King-Smith (novel), George Miller (screenplay), Chris Noonan (screenplay)","Christine Cavanaugh, Miriam Margolyes, Danny Mann, Hugo Weaving","Babe, a pig raised by sheepdogs, learns to herd sheep with a little help from Farmer Hoggett.",English,"Australia, USA",Won 1 Oscar. Another 18 wins & 23 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNzY2OTIzN15BMl5BanBnXkFtZTcwNjcxODAzMQ@@._V1_SX300.jpg,83,6.8,"95,047",Babe
tt0112870,,,,,,TRUE,Dilwale Dulhania Le Jayenge,1995,NOT RATED,20-Oct-95,181 min,"Comedy, Drama, Musical",Aditya Chopra,"Aditya Chopra (dialogue), Aditya Chopra (screenplay), Aditya Chopra (story), Javed Siddiqui (dialogue)","Shah Rukh Khan, Kajol, Amrish Puri, Farida Jalal","A young man and woman - both of Indian descent but born and raised in Britain - fall in love during a trip to Switzerland. However, the girl's traditional father takes her back to India to fulfill a betrothal promise.","Hindi, Urdu, English, Panjabi",India,12 wins.,http://ia.media-imdb.com/images/M/MV5BNDk3MTU5MDA3OF5BMl5BanBnXkFtZTgwODM3MzY2MzE@._V1_SX300.jpg,N/A,8.3,"44,193",Dilwale Dulhania Le Jayenge (The Brave Heart Will Take the Bride)
tt0114787,,,,,,TRUE,Underground,1995,NOT RATED,20-Jun-97,167 min,"Comedy, Drama, War",Emir Kusturica,"Dusan Kovacevic (story), Emir Kusturica (screenplay)","Predrag 'Miki' Manojlovic, Lazar Ristovski, Mirjana Jokovic, Slavko Stimac",The story follows an underground weapons manufacturer in Belgrade during WWII and evolves into fairly surreal situations. A black marketeer who smuggles the weapons to partisans doesn't ...,"Serbian, German, French, English, Russian","Federal Republic of Yugoslavia, France, Germany, Bulgaria, Czech Republic, Hungary",5 wins & 9 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMjI0MzY4MV5BMl5BanBnXkFtZTcwMzYxMzQyMQ@@._V1_SX300.jpg,N/A,8.1,"44,863",Underground
tt0112697,,,,,TRUE,TRUE,Clueless,1995,PG-13,19-Jul-95,97 min,"Comedy, Romance",Amy Heckerling,Amy Heckerling,"Alicia Silverstone, Stacey Dash, Brittany Murphy, Paul Rudd","A rich high school student tries to boost a new pupil's popularity, but reckons without affairs of the heart getting in the way.","English, Spanish",USA,6 wins & 11 nominations.,http://ia.media-imdb.com/images/M/MV5BMTgxODIxODE2MF5BMl5BanBnXkFtZTgwOTA4NjQxMTE@._V1_SX300.jpg,68,6.8,"124,565",Clueless
tt0112767,,,,,,TRUE,Cyclo,1995,N/A,2-Aug-96,123 min,"Crime, Drama",Tran Anh Hung,Tran Anh Hung,"Le Van Loc, Tony Chiu Wai Leung, Tran Nu Y_ªn-Kh_ª, Nhu Quynh Nguyen",A young man who struggles through life by earning some money with his bicycle-taxi in Saigon (Ho Chi Minh city) gets contact to a group of criminals. They introduce him to the mafia-world ...,Vietnamese,"Vietnam, France, Hong Kong",4 wins.,http://ia.media-imdb.com/images/M/MV5BMTQ2ODY3OTA2OF5BMl5BanBnXkFtZTcwNjgxMjAwMQ@@._V1_SX300.jpg,N/A,7.4,"3,816",Cyclo (Xich lo)
tt0112769,,,,,TRUE,,La C_©r_©monie,1995,NOT RATED,20-Dec-96,112 min,"Crime, Drama, Mystery",Claude Chabrol,"Ruth Rendell (novel), Claude Chabrol, Caroline Eliacheff","Isabelle Huppert, Sandrine Bonnaire, Jean-Pierre Cassel, Jacqueline Bisset","The upper-class owner of a gallery, Catherine Lelievre, hires the efficient and quiet maid Sophie to work in the family manor in the French countryside. Her husband Georges Lelievre, who is...",French,"France, Germany",8 wins & 10 nominations.,http://ia.media-imdb.com/images/M/MV5BMTkwOTUzNzI0Nl5BMl5BanBnXkFtZTcwNzM1MDYyMQ@@._V1_SX300.jpg,N/A,7.6,"6,758",
tt0114369,,,,,,TRUE,Se7en,1995,R,22-Sep-95,127 min,"Crime, Drama, Mystery",David Fincher,Andrew Kevin Walker,"Morgan Freeman, Andrew Kevin Walker, Daniel Zacapa, Brad Pitt","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his modus operandi.",English,USA,Nominated for 1 Oscar. Another 25 wins & 34 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNTU3MTE4NF5BMl5BanBnXkFtZTcwOTgxNDM2Mg@@._V1_SX300.jpg,65,8.6,"1,039,302",Se7en
tt0114814,,,35,,,TRUE,The Usual Suspects,1995,R,15-Sep-95,106 min,"Crime, Drama, Mystery",Bryan Singer,Christopher McQuarrie,"Stephen Baldwin, Gabriel Byrne, Benicio Del Toro, Kevin Pollak","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which begin when five criminals meet at a seemingly random police lineup.","English, Hungarian, Spanish, French","USA, Germany",Won 2 Oscars. Another 32 wins & 16 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzI1MjI5MDQyOV5BMl5BanBnXkFtZTcwNzE4Mjg3NA@@._V1_SX300.jpg,77,8.6,"749,924","Usual Suspects, The"
tt0131356,,,,,,TRUE,Deseret,1995,N/A,14-Jun-14,82 min,Documentary,James Benning,N/A,Fred Gardner,"James Benning took the founding of the New York Times in 1851 as a departure point for his latest film, Deseret. In the best Benning tradition, Deseret unfolds magnificent landscapes ...",English,USA,N/A,N/A,N/A,6.1,182,Deseret
tt0113557,,,,,,TRUE,Zero Kelvin,1995,N/A,27-Nov-96,113 min,Drama,Hans Petter Moland,"Lars Bill Lundholm, Hans Petter Moland, Peter Tutein (novel)","Stellan Skarsg_¥rd, Gard B. Eidsvold, Bj__rn Sundquist, Camilla Martens","Larsen, an aspiring poet in 20's Oslo, leaves his girlfriend to spend a year as a trapper in East Greenland. There he is teamed with a seemingly rough old sailor/trapper, Randbek, and a ...","Norwegian, Swedish","Norway, Sweden",3 wins & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTUzODA4OTE5M15BMl5BanBnXkFtZTcwOTgwODEzMQ@@._V1_SX300.jpg,N/A,7.4,"1,484",Zero Kelvin (Kjaerlighetens kjotere)
tt0114323,,,,,,TRUE,Safe,1995,R,30-Jun-95,119 min,Drama,Todd Haynes,Todd Haynes,"Julianne Moore, Xander Berkeley, Dean Norris, Julie Burgess",An affluent and unexceptional homemaker in the suburbs develops multiple chemical sensitivity.,English,"UK, USA",4 wins & 12 nominations.,http://ia.media-imdb.com/images/M/MV5BODliOWEzMTUtZDQ5ZS00ZTBmLTgzNzEtMGVkOTlhYWNkYjE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,76,7.1,"8,536",Safe
tt0112445,,,,,,TRUE,The White Balloon,1995,UNRATED,27-Nov-95,85 min,"Drama, Family",Jafar Panahi,"Abbas Kiarostami, Jafar Panahi (original idea), Parviz Shahbazi (original idea)","Aida Mohammadkhani, Mohsen Kafili, Fereshteh Sadre Orafaiy, Anna Borkowska",Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,Persian,Iran,5 wins & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTE5ODk5MDAwN15BMl5BanBnXkFtZTYwNDA3MjE5._V1_SX300.jpg,N/A,7.8,"4,736","White Balloon, The (Badkonake sefid)"
tt0112817,,,,,,TRUE,Dead Man,1995,R,10-May-96,121 min,"Drama, Fantasy, Western",Jim Jarmusch,Jim Jarmusch,"Johnny Depp, Gary Farmer, Crispin Glover, Lance Henriksen","On the run after murdering a man, accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world.","English, Cree","USA, Germany, Japan",4 wins & 10 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNDQxNDUzNV5BMl5BanBnXkFtZTcwMzExMjAzMQ@@._V1_SX300.jpg,61,7.7,"72,656",Dead Man
tt0112471,,,,,TRUE,,Before Sunrise,1995,R,27-Jan-95,105 min,"Drama, Romance",Richard Linklater,"Richard Linklater, Kim Krizan","Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno P__schl","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","English, German, French","USA, Austria, Switzerland",1 win & 7 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMTM3MTQxMl5BMl5BanBnXkFtZTcwMDAzNjQ4Mg@@._V1_SX300.jpg,77,8.1,"186,629",
tt0116629,,,,,,TRUE,Independence Day,1996,PG-13,3-Jul-96,145 min,"Action, Adventure, Sci-Fi",Roland Emmerich,"Dean Devlin, Roland Emmerich","Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell","The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",English,USA,Won 1 Oscar. Another 32 wins & 34 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,59,6.9,"434,614",Independence Day
tt0117631,,,,,,TRUE,Shine,1996,PG-13,14-Feb-97,105 min,"Biography, Drama, Music",Scott Hicks,"Jan Sardi (screenplay), Scott Hicks (story)","Geoffrey Rush, Justin Braine, Sonia Todd, Chris Haywood","Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.","English, Yiddish",Australia,Won 1 Oscar. Another 44 wins & 48 nominations.,http://ia.media-imdb.com/images/M/MV5BMTQzMzcxMzUyMl5BMl5BanBnXkFtZTgwNDI1MjgxMTE@._V1_SX300.jpg,87,7.7,"43,290",Shine
tt0117968,,,,,,TRUE,Three Lives and Only One Death,1996,N/A,11-Oct-96,123 min,"Comedy, Crime",Raoul Ruiz,"Pascal Bonitzer, Raoul Ruiz","Marcello Mastroianni, Anna Galiena, Marisa Paredes, Melvil Poupaud",Take a walk into the weird world of filmmaker Raul Ruiz as he takes us to Paris for a twisted ride. A man which shares four names and four personalities (which is the real one?) is the link...,French,"France, Portugal",2 wins & 1 nomination.,"https://images-na.ssl-images-amazon.com/images/M/MV5BOWE5MWYwYjYtY2RlOS00Yzk1LThkYWYtZWJkNzcxMjE5NjBhXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_UY268_CR7,0,182,268_AL_.jpg",N/A,7.2,808,Three Lives and Only One Death (Trois vies & une seule mort)
tt0116695,,,66,,,TRUE,Jerry Maguire,1996,R,13-Dec-96,139 min,"Comedy, Drama, Romance",Cameron Crowe,Cameron Crowe,"Tom Cruise, Cuba Gooding Jr., Ren_©e Zellweger, Kelly Preston","When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent with the only athlete who stays with him.","English, American Sign Language",USA,Won 1 Oscar. Another 25 wins & 37 nominations.,http://ia.media-imdb.com/images/M/MV5BMTkxNjc2NjQwOF5BMl5BanBnXkFtZTcwMDE2NDU2MQ@@._V1_SX300.jpg,77,7.3,"190,818",Jerry Maguire
tt0116905,,,,,,TRUE,Lone Star,1996,R,21-Jun-96,135 min,"Crime, Drama, Mystery",John Sayles,John Sayles,"Stephen Mendillo, Stephen J. Lang, Chris Cooper, Elizabeth Pe_±a","When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.","English, Spanish",USA,Nominated for 1 Oscar. Another 15 wins & 16 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NjUwODY0Nl5BMl5BanBnXkFtZTcwMjYyODcxMQ@@._V1_SX300.jpg,78,7.6,"23,391",Lone Star
tt0116282,,84,32,,,TRUE,Fargo,1996,R,5-Apr-96,98 min,"Crime, Drama, Thriller","Joel Coen, Ethan Coen","Ethan Coen, Joel Coen","William H. Macy, Steve Buscemi, Peter Stormare, Kristin Rudr__d",Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,English,"USA, UK",Won 2 Oscars. Another 73 wins & 52 nominations.,http://ia.media-imdb.com/images/M/MV5BMTgxNzY3MzUxOV5BMl5BanBnXkFtZTcwMDA0NjMyNA@@._V1_SX300.jpg,85,8.2,"456,713",Fargo
tt0114134,,,,,,TRUE,The Pillow Book,1996,NOT RATED,6-Jun-97,126 min,Drama,Peter Greenaway,"Sei Shonagon (book), Peter Greenaway, Sei Shonagon","Vivian Wu, Yoshi Oida, Ken Ogata, Hideko Yoshida","As a young girl in Japan, Nagiko's father paints characters on her face, and her aunt reads to her from ""The Pillow Book"", the diary of a 10th-century lady-in-waiting. Nagiko grows up, ...","English, Cantonese, Italian, Japanese, Mandarin, French","Netherlands, UK, France, Luxembourg",5 wins & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNDYwNzE1N15BMl5BanBnXkFtZTcwMTE1NzgxMQ@@._V1_SX300.jpg,64,6.7,"10,664","Pillow Book, The"
tt0117589,,,,,,TRUE,Secrets & Lies,1996,R,28-Feb-97,136 min,Drama,Mike Leigh,Mike Leigh,"Timothy Spall, Phyllis Logan, Brenda Blethyn, Claire Rushbrook","A successful black woman discovers that her birth mother is a lower-class white woman, but the woman denies it. As emotions run high, everyone's secrets are exposed.",English,"France, UK",Nominated for 5 Oscars. Another 33 wins & 37 nominations.,http://ia.media-imdb.com/images/M/MV5BY2QzMTIxNjItNGQyNy00MjQzLWJiYTItMzIyZjdkYjYyYjRlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,91,8,"28,681",Secrets and Lies
tt0117951,,,,,,TRUE,Trainspotting,1996,R,9-Aug-96,94 min,Drama,Danny Boyle,"Irvine Welsh (novel), John Hodge (screenplay)","Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd","Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",English,UK,Nominated for 1 Oscar. Another 20 wins & 26 nominations.,http://ia.media-imdb.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,83,8.2,"472,965",Trainspotting
tt0116384,,,,,,TRUE,Gabbeh,1996,N/A,25-Jun-97,75 min,"Drama, Mystery, Romance",Mohsen Makhmalbaf,Mohsen Makhmalbaf,"Abbas Sayah, Shaghayeh Djodat, Hossein Moharami, Rogheih Moharami","An elderly couple go about their routine of cleaning their gabbeh (a intricately-designed rug), while bickering gently with each other. Magically, a young woman appears, helping the two ...",Persian,"Iran, France",5 wins & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTI0NDYzMjk5Ml5BMl5BanBnXkFtZTcwMjEzOTAzMQ@@._V1_SX300.jpg,N/A,7.1,"2,078",Gabbeh
tt0115751,,,,,TRUE,TRUE,Breaking the Waves,1996,R,13-Nov-96,159 min,"Drama, Romance",Lars von Trier,"Lars von Trier, Peter Asmussen","Emily Watson, Stellan Skarsg_¥rd, Katrin Cartlidge, Jean-Marc Barr","Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",English,"Denmark, Sweden, France, Netherlands, Norway, Iceland, Spain",Nominated for 1 Oscar. Another 42 wins & 25 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDYwZTU2MzktNWYxMS00NTYzLTgzOWEtMTRiYjc5NGY2Nzg1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,76,7.9,"49,166",Breaking the Waves
tt0116209,,,,,,TRUE,The English Patient,1996,R,6-Dec-96,162 min,"Drama, Romance, War",Anthony Minghella,"Michael Ondaatje (novel), Anthony Minghella (screenplay)","Ralph Fiennes, Juliette Binoche, Willem Dafoe, Kristin Scott Thomas","At the close of WWII, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.","English, German, Italian, Arabic","USA, UK",Won 9 Oscars. Another 49 wins & 66 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDg2OTcxNDE0OF5BMl5BanBnXkFtZTgwOTg2MDM0MDE@._V1_SX300.jpg,87,7.4,"143,403","English Patient, The"
tt0117571,,,,,,TRUE,Scream,1996,R,20-Dec-96,111 min,"Horror, Mystery",Wes Craven,Kevin Williamson,"Drew Barrymore, Roger Jackson, Kevin Patrick Walls, David Booth","Sidney, attempting to cope with her mother's mysterious murder, and her horror movie-obsessed friends are stalked by an unknown killer who seems to have a hard time letting the past go.",English,USA,7 wins & 8 nominations.,http://ia.media-imdb.com/images/M/MV5BMjA2NjU5MTg5OF5BMl5BanBnXkFtZTgwOTkyMzQxMDE@._V1_SX300.jpg,65,7.2,"223,487",Scream
tt0120201,,,,,TRUE,,Starship Troopers,1997,R,7-Nov-97,129 min,"Action, Sci-Fi",Paul Verhoeven,"Edward Neumeier (screenplay), Robert A. Heinlein (book)","Casper Van Dien, Dina Meyer, Denise Richards, Jake Busey","Humans in a fascistic, militaristic future do battle with giant alien bugs in a fight for survival.",English,USA,Nominated for 1 Oscar. Another 2 wins & 14 nominations.,http://ia.media-imdb.com/images/M/MV5BNThlOTFhOGEtZjE2NC00MzMzLThkYWItZjlkNWNlMDAzMGZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,51,7.2,"222,360",
tt0119698,,,,,,TRUE,Princess Mononoke,1997,PG-13,12-Jul-97,134 min,"Animation, Adventure, Fantasy",Hayao Miyazaki,Hayao Miyazaki,"Billy Crudup, Billy Bob Thornton, Minnie Driver, John DiMaggio","On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",Japanese,Japan,13 wins & 5 nominations.,http://ia.media-imdb.com/images/M/MV5BMjgzNTUwODQzN15BMl5BanBnXkFtZTcwMTc4ODE3OQ@@._V1_SX300.jpg,76,8.4,"222,971",Princess Mononoke (Mononoke-hime)
tt0119485,,,,,,TRUE,Kundun,1997,PG-13,16-Jan-98,134 min,"Biography, Drama, History",Martin Scorsese,Melissa Mathison,"Tenzin Thuthob Tsarong, Gyurme Tethong, Tulku Jamyang Kunga Tenzin, Tenzin Yeshi Paichang","From childhood to adulthood, Tibet's fourteenth Dalai Lama deals with Chinese oppression and other problems.","English, Tibetan, Mandarin",USA,Nominated for 4 Oscars. Another 6 wins & 8 nominations.,http://ia.media-imdb.com/images/M/MV5BMTg2NjM1MTI2Nl5BMl5BanBnXkFtZTgwMjA2MjgxMTE@._V1_SX300.jpg,74,7,"21,696",Kundun
tt0118954,,,,,,TRUE,Deconstructing Harry,1997,R,2-Jan-98,96 min,Comedy,Woody Allen,Woody Allen,"Judy Davis, Julia Louis-Dreyfus, Stephanie Roth Haberle, Dan Frazer","Suffering from writer's block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him.",English,USA,Nominated for 1 Oscar. Another 2 wins & 4 nominations.,http://ia.media-imdb.com/images/M/MV5BMjE5MTU1MjA0N15BMl5BanBnXkFtZTcwMzA5NDMyMQ@@._V1_SX300.jpg,61,7.4,"35,630",Deconstructing Harry
tt0118804,,,,,,TRUE,The Butcher Boy,1997,R,20-Feb-98,110 min,"Comedy, Drama",Neil Jordan,"Pat McCabe (novel), Neil Jordan (screenplay), Pat McCabe (screenplay)","Eamonn Owens, Sean McGinley, Peter Gowen, Alan Boyle","Francie and Joe live the usual playful, fantasy filled childhoods of normal boys. However, with a violent, alcoholic father and a manic depressive, suicidal mother the pressure on Francie ...",English,"USA, Ireland",10 wins & 11 nominations.,http://ia.media-imdb.com/images/M/MV5BNzA3NTM3OTM5N15BMl5BanBnXkFtZTcwMjAyMDE0MQ@@._V1_SX300.jpg,N/A,7.2,"7,893","Butcher Boy, The"
tt0119167,,,,,,TRUE,Funny Games,1997,UNRATED,11-Mar-98,108 min,"Crime, Drama, Horror",Michael Haneke,Michael Haneke,"Susanne Lothar, Ulrich M__he, Arno Frisch, Frank Giering","Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.","German, French, Italian",Austria,4 wins & 6 nominations.,http://ia.media-imdb.com/images/M/MV5BMjAwNDIxMjk2M15BMl5BanBnXkFtZTcwOTUyNzgxMQ@@._V1_SX300.jpg,69,7.6,"44,425",Funny Games
tt0119488,,,60,,,TRUE,L.A. Confidential,1997,R,19-Sep-97,138 min,"Crime, Drama, Mystery",Curtis Hanson,"James Ellroy (novel), Brian Helgeland (screenplay), Curtis Hanson (screenplay)","Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell","As corruption grows in 1950s LA, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",English,USA,Won 2 Oscars. Another 84 wins & 77 nominations.,http://ia.media-imdb.com/images/M/MV5BNWEwNDhhNWUtYWMzNi00ZTNhLWFiZDAtMjBjZmJhMTU0ZTY2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,90,8.3,"416,150",L.A. Confidential
tt0119250,,,,,,TRUE,Fireworks,1997,N/A,20-Mar-98,103 min,"Crime, Drama, Romance",Takeshi Kitano,Takeshi Kitano,"Takeshi Kitano, Kayoko Kishimoto, Ren Ohsugi, Susumu Terajima","Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.",Japanese,Japan,22 wins & 17 nominations.,"https://images-na.ssl-images-amazon.com/images/M/MV5BODc2NDQzNzY3MF5BMl5BanBnXkFtZTgwNDI2NDkzODE@._V1_UY268_CR9,0,182,268_AL_.jpg",N/A,7.9,"21,225",Fireworks (Hana-bi)
